fragment_name,validation_family,requested_angle_degrees,actual_angle_degrees,dft_energy_hartree,gaff2_total_energy_kcal_mol,gaff2_bond_energy_kcal_mol,gaff2_angle_energy_kcal_mol,gaff2_dihedral_energy_kcal_mol,gaff2_improper_energy_kcal_mol,gaff2_coulomb_energy_kcal_mol,gaff2_lj_energy_kcal_mol,point_status,dft_relative_energy_kcal_mol,gaff2_relative_energy_kcal_mol,gaff2_minus_dft_relative_energy_kcal_mol,model_name,torsion_correction_kcal_mol,corrected_gaff2_energy_unshifted_kcal_mol,corrected_gaff2_relative_energy_kcal_mol
methyl_n_methyl_carbamate,aliphatic_urethane,-180,-180,-323.830775779,-0.289605168577,0.346180158643,1.00135478319,4.01910149626,0.00137404753741,-15.1225430131,9.4649273589,completed,1.69415306847,8.84225472327,7.1481016548,family_specific::aliphatic_urethane,-7.15949388428,1.68276083899,1.68453136535
methyl_n_methyl_carbamate,aliphatic_urethane,-165,-165,-323.828845124,0.746980845879,0.346180158643,1.00135478319,5.10683196849,0.00137404753741,-15.0994541708,9.39069405884,completed,2.90565728305,9.87884073773,6.97318345468,family_specific::aliphatic_urethane,-6.65630478618,3.22253595155,3.22430647791
methyl_n_methyl_carbamate,aliphatic_urethane,-150,-150,-323.823624461,2.79948474302,0.346180158643,1.00135478319,8.43250716083,0.00137404753741,-14.8605487904,7.87861738323,completed,6.18167268261,11.9313446349,5.74967195229,family_specific::aliphatic_urethane,-5.38428669594,6.54705793896,6.54882846532
methyl_n_methyl_carbamate,aliphatic_urethane,-135,-135,-323.816023389,5.89446532082,0.346180158643,1.00135478319,13.0694667706,0.00137404753741,-14.4771427957,5.95323235654,completed,10.9514170355,15.0263252127,4.0749081772,family_specific::aliphatic_urethane,-3.76002006712,11.2663051456,11.2680756719
methyl_n_methyl_carbamate,aliphatic_urethane,-120,-120,-323.807428709,9.58153328761,0.346180158643,1.00135478319,17.7155209681,0.00137404753741,-14.0705492919,4.587652622,completed,16.3446604066,18.7133931795,2.3687327729,family_specific::aliphatic_urethane,-2.02012998738,16.6932631921,16.6950337185
methyl_n_methyl_carbamate,aliphatic_urethane,-105,-105,-323.800010192,12.5279258553,0.346180158643,1.00135478319,21.0459409462,0.00137404753741,-13.7571622034,3.8902381231,completed,20.9998501211,21.6597857471,0.659935626,family_specific::aliphatic_urethane,-0.379285620847,21.2805001263,21.2822706526
methyl_n_methyl_carbamate,aliphatic_urethane,-90,-90,-323.796400392,13.4273554601,0.346180158643,1.00135478319,22.0738586945,0.00137404753741,-13.614319186,3.61890696227,completed,23.265033694,22.559215352,-0.705818342,family_specific::aliphatic_urethane,0.751097291272,23.3103126433,23.3120831696
methyl_n_methyl_carbamate,aliphatic_urethane,-75,-75,-323.798332605,11.6842722026,0.346180158643,1.00135478319,20.4211364597,0.00137404753741,-13.671973785,3.58620053856,completed,22.0525521291,20.8161320945,-1.2364200346,family_specific::aliphatic_urethane,1.06764179276,21.8837738873,21.8855444136
methyl_n_methyl_carbamate,aliphatic_urethane,-60,-60,-323.805239865,7.56656850201,0.346180158643,1.00135478319,16.4266878335,0.00137404753741,-13.9148569133,3.70582859242,completed,17.7181809725,16.6984283939,-1.0197525786,family_specific::aliphatic_urethane,0.766589313563,17.4650177075,17.4667882338
methyl_n_methyl_carbamate,aliphatic_urethane,-45,-45,-323.814731276,2.0646370518,0.346180158643,1.00135478319,11.0627489228,0.00137404753741,-14.2867184129,3.93969755253,completed,11.7622302316,11.1964969436,-0.565733288,family_specific::aliphatic_urethane,0.34547004155,11.5419669851,11.5437375115
methyl_n_methyl_carbamate,aliphatic_urethane,-30,-30,-323.824005376,-3.42300713112,0.346180158643,1.00135478319,5.68105199537,0.00137404753741,-14.6974332729,4.24446515707,completed,5.94264507117,5.70885276072,-0.23379231045,family_specific::aliphatic_urethane,0.101234874383,5.8100876351,5.81185816146
methyl_n_methyl_carbamate,aliphatic_urethane,-15,-15,-323.830751809,-7.49463432629,0.346180158643,1.00135478319,1.65645869465,0.00137404753741,-15.0379858737,4.53798386342,completed,1.70919445535,1.63722556556,-0.07196888979,family_specific::aliphatic_urethane,0.0163712304123,1.65359679597,1.65536732233
