  -3.6905818298   -1.2661868271    0.8613927606
  -2.3962742760   -3.7322838318    0.8613927606
  -1.9104253703   -3.5688918013   -0.1886072394
  -0.6016040132   -1.7687497221   -0.9572605873
  -1.1266040132   -2.6780763961   -0.9572605873
  -1.4186828947    1.4428702606    0.0844508521
  -0.3569834413   -0.3748678439    4.4621488962
  -1.4069834413   -0.3748678439    4.1808022442
  -0.8819834413   -1.2841945179    4.1808022442
   0.1680165587   -1.2841945179    4.1808022442
  -2.1019685501    0.1375060138    3.4121488962
  -2.1019685501   -0.8872417016    3.4121488962
  -1.5479481075   -1.7493143375    3.4121488962
  -0.6158047984   -2.1750099230    3.4121488962
   0.3985124629   -2.0291731176    3.4121488962
   1.1729651127   -1.3581060766    3.4121488962
  -0.1038564127   -2.4595564795    2.3621488962
   0.8359525269   -2.1031339623    2.3621488962
   1.5024742126   -1.3507865052    2.3621488962
   1.4616699067   -0.3748678439    1.3121488962
   1.1729651127   -1.3581060766    1.3121488962
   0.0709395307    0.6762555821    4.7594388901
   1.1209395307    0.6762555821    4.4780922380
  -0.9790604693    0.6762555821    4.4780922380
  -0.4540604693   -0.2330710919    4.4780922380
   0.5959395307   -0.2330710919    4.4780922380
  -1.6740455781    1.1886294398    3.7094388901
   1.6008880847   -0.3069826506    3.7094388901
   2.1709395307    0.6762555821    2.6594388901
  -1.5009330404    2.0688131644    2.6594388901
   1.9303971846   -0.2996630792    2.6594388901
   1.8895928787    0.6762555821    1.6094388901
  -1.1200251355    2.0507020757    1.6094388901
   1.1209395307    0.6762555821    0.8407855421
   0.5959395307    1.5855822561    0.8407855421
   0.4939463008    1.7342520436    4.9069365219
   1.4739463008    1.7342520436    4.6443463133
   0.9839463008    2.5829569393    4.6443463133
   0.0039463008    2.5829569393    4.6443463133
  -0.4860536992    1.7342520436    4.6443463133
   0.9839463008    0.8855471479    4.6443463133
   2.1913560923    1.7342520436    3.9269365219
   1.8671796685    2.7319644861    3.9269365219
   1.0184747728    3.3485846866    3.9269365219
  -0.0305821711    3.3485846866    3.9269365219
  -0.8792870668    2.7319644861    3.9269365219
   1.8671796685    0.7365396011    3.9269365219
   2.4539463008    1.7342520436    2.9469365219
   2.1913560923    2.7142520436    2.9469365219
   1.4739463008    3.4316618350    2.9469365219
   0.4939463008    3.6942520436    2.9469365219
  -0.4860536992    3.4316618350    2.9469365219
  -1.2034634906    2.7142520436    2.9469365219
   2.1913560923    0.7542520436    2.9469365219
   2.1913560923    1.7342520436    1.9669365219
   1.8671796685    2.7319644861    1.9669365219
   1.0184747728    3.3485846866    1.9669365219
  -0.0305821711    3.3485846866    1.9669365219
  -0.8792870668    2.7319644861    1.9669365219
   1.4739463008    1.7342520436    1.2495267305
   0.9839463008    2.5829569393    1.2495267305
   0.0039463008    2.5829569393    1.2495267305
  -2.2641668333   -2.1365671439    3.3712442178
  -1.2766876094   -2.1365671439    3.0503927683
  -3.0630543070   -1.5561414192    3.0503927683
  -3.0630543070   -2.7169928686    3.0503927683
  -1.9590189715   -3.0757156945    3.0503927683
  -3.0630543070   -0.7528534500    2.2103927683
  -3.7655841610   -1.5900959274    2.2103927683
  -3.7655841610   -2.6830383604    2.2103927683
  -3.0630543070   -3.5202808379    2.2103927683
  -1.9867161253   -3.7100682997    2.2103927683
  -3.7655841610   -1.5900959274    1.1720956672
  -3.7655841610   -2.6830383604    1.1720956672
  -3.0630543070   -3.5202808379    1.1720956672
   0.1772754707   -2.4582760735    2.0949439662
  -0.5050558914   -3.3974246240    2.0949439662
   0.7875711942   -2.4582760735    1.2549439662
  -1.6090912269   -3.8419897674    1.2549439662
  -0.5327530452   -4.0317772292    1.2549439662
   0.4137628666   -3.4853060127    1.2549439662
   0.7875711942   -2.4582760735    0.2166468651
   0.4137628666   -1.4312461342    0.2166468651
  -1.6090912269   -3.8419897674    0.2166468651
  -0.5327530452   -4.0317772292    0.2166468651
   0.4137628666   -3.4853060127    0.2166468651
   0.1772754707   -2.4582760735   -0.6233531349
  -0.5050558914   -3.3974246240   -0.6233531349
  -0.8102037532   -2.4582760735   -0.9442045844
  -3.7576510054   -1.2473482213    0.4688819594
  -3.7576510054   -2.3402906544    0.4688819594
  -3.0551211514   -0.4101057439   -0.5694151417
  -3.7576510054   -1.2473482213   -0.5694151417
  -3.7576510054   -2.3402906544   -0.5694151417
  -3.0551211514   -3.1775331318   -0.5694151417
  -1.9787829697   -3.3673205936   -0.5694151417
  -1.2687544538   -1.7938194378   -1.4094151417
  -1.9510858159   -0.8546708873   -1.4094151417
  -3.0551211514   -1.2133937131   -1.4094151417
  -3.0551211514   -2.3742451626   -1.4094151417
  -1.9510858159   -2.7329679884   -1.4094151417
  -2.2562336777   -1.7938194378   -1.7302665911
  -2.8234640548    0.8908087791    2.6008104294
  -2.8234640548   -0.2700426704    2.6008104294
  -1.7471258732    1.8838842101    1.7608104294
  -2.8234640548    1.6940967483    1.7608104294
  -3.5259939089    0.8568542709    1.7608104294
  -3.5259939089   -0.2360881622    1.7608104294
  -1.7471258732    1.8838842101    0.7225133283
  -2.8234640548    1.6940967483    0.7225133283
  -3.5259939089    0.8568542709    0.7225133283
  -3.5259939089   -0.2360881622    0.7225133283
  -1.7194287194    1.2495316049   -0.1174866717
  -2.8234640548    0.8908087791   -0.1174866717
   1.0357884215   -0.0132312479    0.7996853149
   1.0357884215   -0.0132312479   -0.2386117862
   0.6619800939    1.0137986913   -0.2386117862
  -0.2845358179    1.5602699078   -0.2386117862
  -1.3608739996    1.3704824461   -0.2386117862
   0.6619800939   -1.0402611871   -0.2386117862
   0.4254926980   -0.0132312479   -1.0786117862
  -0.2568386641    0.9259173026   -1.0786117862
  -1.3608739996    0.5671944768   -1.0786117862
  -1.3608739996   -0.5936569726   -1.0786117862
  -0.2568386641   -0.9523797985   -1.0786117862
  -0.5619865259   -0.0132312479   -1.3994632357
  -3.7597152868   -0.7535368392    1.3954430021
  -2.1722645001   -4.0499123636    1.3954430021
  -3.1104622791   -3.5981001258    0.3273425191
  -2.1722645001   -4.0499123636    0.3273425191
  -1.9186429435   -3.6260462788   -0.6349827639
  -0.6102830393   -1.7687497221   -1.3009325224
  -0.6392010507    1.9238908229    0.6004006106
   0.9482497359   -1.3724847015    0.6004006106
  -1.3983044152   -0.3748678439    4.5244741792
  -0.8776439282   -1.2766782608    4.5244741792
