fragment_name,validation_family,smiles,atom_index_zero_based,element,functional_core,random_seed,across_density_count,across_density_mean_e,across_density_sample_std_e,across_density_min_e,across_density_max_e,across_density_range_e
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,7,H,False,20260826,3,0.0786391107532,0.008641572677,0.0700228389327,0.087305763988,0.0172829250553
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,7,H,False,20260827,3,0.0741275309841,0.00855729177929,0.0649360848505,0.081864150591,0.0169280657405
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,8,H,False,20260825,3,0.0766473124158,0.00601145405424,0.0700999421265,0.0819176288653,0.0118176867388
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,8,H,False,20260826,3,0.0786391107532,0.008641572677,0.0700228389327,0.087305763988,0.0172829250553
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,8,H,False,20260827,3,0.0741275309841,0.00855729177929,0.0649360848505,0.081864150591,0.0169280657405
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,9,H,False,20260825,3,0.311818316752,0.0296347092828,0.279797205321,0.33827886344,0.058481658119
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,9,H,False,20260826,3,0.313500291186,0.0234544523546,0.289054411451,0.335818306994,0.046763895543
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,9,H,False,20260827,3,0.316847044119,0.0249493016158,0.288679640458,0.33616674436,0.047487103902
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,10,H,False,20260825,3,0.0813438678637,0.00999735377111,0.0704345925836,0.0900677358523,0.0196331432687
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,10,H,False,20260826,3,0.0826018199095,0.00537929311485,0.0765987639469,0.0869851162317,0.0103863522848
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,10,H,False,20260827,3,0.0832658042809,0.0121948497562,0.0699336827991,0.0938568189289,0.0239231361298
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,11,H,False,20260825,3,0.0813438678637,0.00999735377111,0.0704345925836,0.0900677358523,0.0196331432687
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,11,H,False,20260826,3,0.0826018199095,0.00537929311485,0.0765987639469,0.0869851162317,0.0103863522848
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,11,H,False,20260827,3,0.0832658042809,0.0121948497562,0.0699336827991,0.0938568189289,0.0239231361298
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,12,H,False,20260825,3,0.0813438678637,0.00999735377111,0.0704345925836,0.0900677358523,0.0196331432687
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,12,H,False,20260826,3,0.0826018199095,0.00537929311485,0.0765987639469,0.0869851162317,0.0103863522848
methyl_n_methyl_carbamate,aliphatic_urethane,COC(=O)NC,12,H,False,20260827,3,0.0832658042809,0.0121948497562,0.0699336827991,0.0938568189289,0.0239231361298
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,0,C,False,20260825,3,-0.0313036907923,0.0122500333176,-0.0444219190605,-0.0201622866618,0.0242596323987
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,0,C,False,20260826,3,-0.0247557104228,0.0112370099378,-0.0367850903869,-0.014529024999,0.0222560653879
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,0,C,False,20260827,3,-0.0242517665726,0.00904324808886,-0.0346744941149,-0.0184877736939,0.016186720421
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,1,O,True,20260825,3,-0.419638139652,0.0369006766589,-0.445373962838,-0.377360867447,0.068013095391
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,1,O,True,20260826,3,-0.422959108268,0.033054884393,-0.448017584904,-0.385496359492,0.062521225412
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,1,O,True,20260827,3,-0.420398975312,0.0280546190847,-0.447013746808,-0.391097774958,0.05591597185
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,2,C,True,20260825,3,0.867040285997,0.157957481684,0.694031349277,1.00355972093,0.309528371653
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,2,C,True,20260826,3,0.868959855192,0.162328962589,0.692576803821,1.01208276068,0.319505956859
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,2,C,True,20260827,3,0.85491887649,0.136501220594,0.715951700896,0.988812683229,0.272860982333
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,3,O,True,20260825,3,-0.588871504394,0.0473251332996,-0.629942173306,-0.537118092512,0.092824080794
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,3,O,True,20260826,3,-0.591226435693,0.0455960921772,-0.631843872873,-0.541906142352,0.089937730521
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,3,O,True,20260827,3,-0.586422072304,0.0407662121835,-0.625391081335,-0.544069548479,0.081321532856
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,4,N,True,20260825,3,-0.534153222022,0.218517262981,-0.73198101676,-0.29960040346,0.4323806133
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,4,N,True,20260826,3,-0.515898702872,0.232698277072,-0.73674162639,-0.27292615473,0.46381547166
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,4,N,True,20260827,3,-0.493050479093,0.200614796367,-0.700923422655,-0.300581945196,0.400341477459
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,5,C,False,20260825,3,0.210631823444,0.183621840699,0.0239537662996,0.39103667549,0.36708290919
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,5,C,False,20260826,3,0.189305640009,0.184282579275,0.0107118360473,0.378793653942,0.368081817895
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,5,C,False,20260827,3,0.171002983243,0.172240346243,0.0202301622425,0.358716613106,0.338486450863
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,6,C,False,20260825,3,-0.21129156801,0.0659003806936,-0.283020882754,-0.153426019058,0.129594863696
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,6,C,False,20260826,3,-0.21163284939,0.0556806999372,-0.275481723994,-0.173163852947,0.102317871047
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,6,C,False,20260827,3,-0.119331206763,0.107020483311,-0.237704411493,-0.0294164064439,0.208288005049
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,7,C,False,20260825,3,-0.16030986893,0.0163075880596,-0.177561836807,-0.145148241825,0.032413594982
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,7,C,False,20260826,3,-0.164137859024,0.0201775277488,-0.186694935531,-0.147807949605,0.038886985926
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,7,C,False,20260827,3,-0.184954982105,0.0351772368639,-0.214368670003,-0.14598779569,0.068380874313
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,8,C,False,20260825,3,-0.127369324709,0.0209382433848,-0.148423469259,-0.106548939848,0.041874529411
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,8,C,False,20260826,3,-0.122587368464,0.0180377766869,-0.141148338925,-0.105122802988,0.036025535937
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,8,C,False,20260827,3,-0.125150310642,0.0210350138295,-0.148576401129,-0.107879791136,0.040696609993
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,9,C,False,20260825,3,-0.178813808742,0.0312104727952,-0.201931008319,-0.143311735419,0.0586192729
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,9,C,False,20260826,3,-0.184127451607,0.0274622225802,-0.203631131355,-0.152722008655,0.0509091227
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,9,C,False,20260827,3,-0.158392916033,0.0107335898751,-0.165172068768,-0.146017669532,0.019154399236
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,10,C,False,20260825,3,-0.136454645862,0.103966880108,-0.247096160443,-0.0407859815883,0.206310178855
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,10,C,False,20260826,3,-0.131400669766,0.0988869314064,-0.235505783498,-0.0387252231197,0.196780560378
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,10,C,False,20260827,3,-0.20745094003,0.0620120225541,-0.275120929081,-0.15334107491,0.121779854171
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,11,H,False,20260825,3,0.087921461543,0.00378991787894,0.083926454056,0.0914660315143,0.0075395774583
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,11,H,False,20260826,3,0.0861590820473,0.00254727390871,0.083757679968,0.088830686009,0.005073006041
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,11,H,False,20260827,3,0.085564897935,0.00263379407995,0.0840380162812,0.0886061327752,0.004568116494
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,12,H,False,20260825,3,0.087921461543,0.00378991787894,0.083926454056,0.0914660315143,0.0075395774583
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,12,H,False,20260826,3,0.0861590820473,0.00254727390871,0.083757679968,0.088830686009,0.005073006041
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,12,H,False,20260827,3,0.085564897935,0.00263379407995,0.0840380162812,0.0886061327752,0.004568116494
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,13,H,False,20260825,3,0.087921461543,0.00378991787894,0.083926454056,0.0914660315143,0.0075395774583
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,13,H,False,20260826,3,0.0861590820473,0.00254727390871,0.083757679968,0.088830686009,0.005073006041
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,13,H,False,20260827,3,0.085564897935,0.00263379407995,0.0840380162812,0.0886061327752,0.004568116494
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,14,H,False,20260825,3,0.308883326917,0.0553281224239,0.2478903384,0.355844712453,0.107954374053
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,14,H,False,20260826,3,0.304382403904,0.0602173164748,0.241218106998,0.361140511141,0.119922404143
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,14,H,False,20260827,3,0.298493931021,0.0527530653292,0.246167216599,0.351663252758,0.105496036159
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,15,H,False,20260825,3,0.153887204185,0.0140545682799,0.142727966596,0.169671451922,0.026943485326
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,15,H,False,20260826,3,0.158066766372,0.00797099610424,0.152562898503,0.167207546662,0.014644648159
