conformer_count_input,conformer_count_success,ensemble_temperature_k,ensemble_status,energy_span_kcal_mol,dominant_conformer_weight,conformer_count_weight_ge_0p01,effective_conformer_count,boltzmann_weight_sum,homo_ev_weighted_mean,homo_ev_weighted_sd,homo_ev_min,homo_ev_max,lumo_ev_weighted_mean,lumo_ev_weighted_sd,lumo_ev_min,lumo_ev_max,homo_lumo_gap_ev_weighted_mean,homo_lumo_gap_ev_weighted_sd,homo_lumo_gap_ev_min,homo_lumo_gap_ev_max,dipole_magnitude_debye_weighted_mean,dipole_magnitude_debye_weighted_sd,dipole_magnitude_debye_min,dipole_magnitude_debye_max,gfn2_d4_alpha0_au_weighted_mean,gfn2_d4_alpha0_au_weighted_sd,gfn2_d4_alpha0_au_min,gfn2_d4_alpha0_au_max,site_charge_e_mean_weighted_mean,site_charge_e_mean_weighted_sd,site_charge_e_mean_min,site_charge_e_mean_max,site_charge_e_abs_difference_weighted_mean,site_charge_e_abs_difference_weighted_sd,site_charge_e_abs_difference_min,site_charge_e_abs_difference_max,site_atomic_alpha0_au_mean_weighted_mean,site_atomic_alpha0_au_mean_weighted_sd,site_atomic_alpha0_au_mean_min,site_atomic_alpha0_au_mean_max,site_atomic_alpha0_au_abs_difference_weighted_mean,site_atomic_alpha0_au_abs_difference_weighted_sd,site_atomic_alpha0_au_abs_difference_min,site_atomic_alpha0_au_abs_difference_max,site_incident_wbo_sum_mean_weighted_mean,site_incident_wbo_sum_mean_weighted_sd,site_incident_wbo_sum_mean_min,site_incident_wbo_sum_mean_max,site_incident_wbo_sum_abs_difference_weighted_mean,site_incident_wbo_sum_abs_difference_weighted_sd,site_incident_wbo_sum_abs_difference_min,site_incident_wbo_sum_abs_difference_max,site_sasa_a2_mean_weighted_mean,site_sasa_a2_mean_weighted_sd,site_sasa_a2_mean_min,site_sasa_a2_mean_max,site_relative_sasa_mean_weighted_mean,site_relative_sasa_mean_weighted_sd,site_relative_sasa_mean_min,site_relative_sasa_mean_max,site_nonbonded_net_gap_a_mean_weighted_mean,site_nonbonded_net_gap_a_mean_weighted_sd,site_nonbonded_net_gap_a_mean_min,site_nonbonded_net_gap_a_mean_max,reactive_site_distance_a_weighted_mean,reactive_site_distance_a_weighted_sd,reactive_site_distance_a_min,reactive_site_distance_a_max,source_task_slug,candidate_id,component_role,canonical_smiles,failure_count,complete_weighted_release
73,73,298.15,complete,5.599329787449724,0.4870113283122256,16,10.849144939552492,1.0,-10.869956350060619,0.18747603121468306,-11.24682868,-10.63104895,0.939327775743358,0.25305418493250675,0.52566028,1.56994011,11.809284125803977,0.39220956503337645,11.21591067,12.70321388,3.0228286237966966,1.216755674006951,0.00015202918218922403,3.8799654957826792,61.100985152168924,0.03818917945780601,60.999719,61.22129,-0.44944470448420415,0.005010793161302467,-0.45550356000000003,-0.438469795,0.012749190507087699,0.009484603351711274,5.999999996841865e-08,0.024566699999999997,6.307712629969356,0.014777750915299821,6.275,6.3255,0.037578302093453475,0.027860357243398543,0.0,0.0730000000000004,1.886827158115692,0.010454191218847332,1.8752788256199011,1.9049838582674234,0.011164427012985161,0.008125960246791972,6.643022132379883e-09,0.02155796028034085,26.990569487321206,2.47686731287016,20.75951859121521,33.76212028947634,0.2519048221273019,0.02311677121798333,0.19375,0.31510416666666663,-0.424533192309123,0.1651965989017951,-0.5661304060549108,-0.048291430597678486,3.4020947867391262,1.0110049445726161,2.7799359347809625,6.187691354004789,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,OCCCCO,0,True
58,58,298.15,complete,5.987852278278155,0.16593381504280064,16,14.739089162382303,1.0,-10.9627645370512,0.02743466834178612,-11.01074997,-10.62387584,1.0200389983483011,0.056424713901482806,0.7291749,1.18381509,11.982803535399501,0.04989104830498321,11.57675824,12.14574002,1.5357853482575468,1.1338984395463916,0.0001128745728487117,3.8855629345942613,102.51168451157113,0.023878274836150785,102.457932,102.656863,-0.44041284091902944,0.0004563062869861505,-0.44435392,-0.438778575,0.0005697109225918539,0.0006808463885461735,3.29999999992836e-07,0.013508819999999977,6.2811670287028045,0.001330154397144499,6.276,6.293,0.0016446140599856592,0.0019855643336041057,0.0,0.040000000000000036,1.9026755983738088,0.0009499535355122776,1.8960465528577355,1.904155333379682,0.00104500643570648,0.001210197913824236,1.274703540499189e-07,0.007914264266128068,29.53863309272859,1.8924146267542796,19.475999968640075,33.25987387194695,0.2756860731894818,0.01766203451792948,0.18177083333333333,0.3104166666666667,-0.22414585384841534,0.035187060586086776,-0.3106001148088815,-0.142172155725093,7.315465429126453,0.30052726873291846,5.8493919699573835,7.731107948468971,reality_commercial_chdm_14,commercial_chdm_14,chain_extender,C1CC(CCC1CO)CO,0,True
159,159,298.15,complete,5.9843256750323,0.10455942906392067,21,37.13940019203512,1.0,-10.9716416990359,0.24850873738188795,-11.39167598,-10.51535199,-0.12153380437633432,0.265464163100073,-0.49511897,0.9380551,10.850107894659564,0.2633691173955565,10.45106266,11.56029555,2.3675631055445643,0.8898916203668575,0.10319873537818706,4.974306467043721,66.13752028225984,0.06301984526040133,65.992371,66.367962,-0.43912340820726864,0.006045230450359723,-0.452150165,-0.42411803000000003,0.006043570998793225,0.007047075927690709,8.10000000017741e-07,0.025701150000000006,6.2773364903643385,0.017718483203829308,6.234,6.316000000000001,0.01779996853416292,0.020756750047452383,0.0,0.07500000000000018,1.8972618404430743,0.00964992609165069,1.8757474616465521,1.9122861244230314,0.005901394192389235,0.006004541086808427,1.788594816920508e-06,0.022252274317501985,30.35010819299243,4.372330100674408,19.58761028364661,34.54339249452208,0.28325962553296685,0.040807254430463985,0.18281250000000002,0.3223958333333333,-0.2623872365551385,0.1407869121988311,-0.5624642946696327,-0.01715831255720457,4.567316506037691,1.2921614301291888,2.795212404016689,7.201470218005417,reality_commercial_deg,commercial_deg,chain_extender,C(COCCO)O,0,True
11,11,298.15,complete,4.706942289379564,0.50332111745108,7,4.5542839459770175,1.0,-11.199670532548804,0.03866974738201843,-11.33590284,-11.10838949,0.7091614272807484,0.19688229290891984,0.32970824,1.28365928,11.908831959829552,0.19629091480799649,11.47330298,12.5042922,1.9278753702500244,0.9972481900462924,0.0006407870546652001,3.6742903859571223,37.811722337675086,0.03424813744249033,37.759731,37.930767,-0.43880880682165635,0.0021263515507535503,-0.44413308,-0.42813623,0.0012696580648649727,0.0026051373229897287,1.7199999999828464e-06,0.007954440000000007,6.2764754095867055,0.006252339031807566,6.2455,6.292,0.003713912183088954,0.007889315666172386,0.0,0.02400000000000002,1.9019826320901652,0.003166501546503243,1.898771419090616,1.908575074945952,0.0027078436371509827,0.0022382701290735974,2.408982309187735e-07,0.007814655641413815,31.719772657602615,1.2511872718924166,28.34902001165948,33.59470481696655,0.29604279720682836,0.011677415970124626,0.26458333333333334,0.31354166666666666,-0.20182251209381222,0.09943664618408342,-0.3009419564501894,-0.01327345607780206,3.056476397680323,0.3551746044293947,2.8356771328393924,3.680395115966323,reality_commercial_eg,commercial_eg,chain_extender,C(CO)O,0,True
39,39,298.15,complete,5.95777574918876,0.5218953582472153,11,6.182365740834615,1.0,-11.198247877750282,0.03695896209767482,-11.24988078,-10.99963476,-5.329844529452713,0.0251417226680476,-5.43975004,-5.19141005,5.8684033482975675,0.06113217537676708,5.650026070000001,5.94792502,3.7843488990115692,1.0629076633382664,1.6232739746980518,6.815934765585454,182.2723030321977,0.011817534767592503,182.244324,182.316957,0.30899584653442697,0.0007170557956307942,0.307002885,0.315656775,0.0029130346425119006,0.0011428022878972471,3.997999999999502e-05,0.004511899999999958,7.9651130844411355,0.0023172325715232166,7.9435,7.971500000000001,0.00935023804518725,0.0036936151590909704,0.0,0.01499999999999968,3.8706974510647165,0.0020198635686558574,3.86563465934836,3.87577927421862,0.007725485659413361,0.0036954022218362633,0.0001049529068106736,0.012757010698090543,19.647551967521405,1.472027662946156,12.768152492505365,23.33489938285463,0.16269537020218142,0.012189410974291954,0.10572916666666667,0.19322916666666667,-0.25385133112655334,0.024041850381756942,-0.4715712691109277,-0.19771677807931187,10.303921070987759,1.0776221197314608,3.771482069758964,12.029158975636864,reality_commercial_h12mdi,commercial_h12mdi,diisocyanate,O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,0,True
121,121,298.15,complete,4.8132863199379985,0.11806984817893967,32,49.43771803976507,1.0,-11.38706656900469,0.06677864060875222,-11.48989077,-11.17380801,-5.3991630621611035,0.0524274132450683,-5.51930266,-5.24070048,5.987903506843586,0.07911258683100843,5.77158553,6.09918919,3.8064628398330527,2.092982619988815,0.0018210121263060458,6.124404927107748,111.15293330357603,0.016659566008850893,111.111821,111.223812,0.3078165578945828,0.001114136085378282,0.304393715,0.31164657,0.0006420031754733658,0.0008549605988941192,1.0000000000287557e-07,0.004889970000000021,7.968906696374737,0.003655377645955379,7.9565,7.98,0.002042989629656449,0.0028417589870474835,0.0,0.016000000000000014,3.8740349879301705,0.002627812990217133,3.86899888657846,3.87949632863991,0.0023701878226011774,0.0028224763440796927,1.6170488059685795e-07,0.012940308393579958,20.99842252312378,3.757060627848785,13.522920127530313,28.240889010516792,0.17388151621682305,0.031111070261086067,0.11197916666666667,0.2338541666666667,-0.3337961830355868,0.06800391987529242,-0.46429755596137623,-0.1292006288338463,6.265862321893955,1.7874899511185305,2.9357024440386237,10.075763303761912,reality_commercial_hdi,commercial_hdi,diisocyanate,O=C=NCCCCCCN=C=O,0,True
550,550,298.15,complete,5.965324688159131,0.042626269039892126,20,166.33160577321777,1.0,-10.974775857646577,0.19042463900554185,-11.22064871,-10.38638607,1.0370042118025256,0.23184161795636826,0.52723351,1.60566584,12.011780069449102,0.3270132425550187,10.99468012,12.62074822,2.3699663678448286,1.1340131444798895,0.0028978390989323607,3.9234455373006005,84.36901567845568,0.03764880123721228,84.279733,84.545274,-0.444593381229528,0.004967961376138104,-0.457717815,-0.43834719499999997,0.004274010321880522,0.005592119027408957,7.499999999938112e-07,0.025119820000000015,6.293438391501365,0.014660722967098631,6.275,6.332000000000001,0.01264570767613699,0.016500460104250013,0.0,0.07399999999999984,1.8980284579662314,0.008136508887445866,1.8727740908535915,1.9043859238913776,0.004182192707539969,0.005558568654857987,1.3684948196868163e-07,0.02299160886836704,28.656301602198525,4.202560166555171,16.071885360940808,34.15275639199921,0.26745121333283073,0.03922278008000765,0.15,0.31875,-0.2328215980520815,0.13858906386857167,-0.6093525291852268,-0.04118800696284741,5.943626993729054,1.8101565894864269,2.8599856812852815,8.710426101136202,reality_commercial_hdo_16,commercial_hdo_16,chain_extender,C(CCCO)CCO,0,True
284,284,298.15,complete,5.949210244864425,0.05648777029781263,23,54.08652967569779,1.0,-10.11207576811918,0.0673945535588124,-10.21375885,-9.72397469,-6.312215730606047,0.06988887520733965,-6.39512074,-5.86046505,3.7998600375131337,0.02406750481724465,3.72565916,4.00756303,1.7741958512921172,0.9488779918372745,0.005382612999250505,5.426885800789279,133.3301957440043,0.05749171865729526,133.166225,133.543076,-0.43486015835403663,0.0017193340482801486,-0.44873248,-0.42424393,0.0019711369250487386,0.0022850508970712253,5.100000000091143e-07,0.01835776,6.264865079384332,0.0051244730777570266,6.234,6.3055,0.0056983472502549265,0.006666480552485683,0.0,0.05400000000000027,1.90450392381141,0.0015936247828980754,1.891415532021508,1.9124071928997766,0.0020738016403130067,0.0022847932976622905,8.965766671309439e-07,0.014855546634735095,33.35272049409886,1.4300013359670047,14.00709453331994,34.375977022012286,0.31128321051077806,0.013346299801039303,0.13072916666666667,0.3208333333333333,-0.1461605066147914,0.04742006308828958,-0.37783215591965713,-0.01795074494889337,9.939652913623638,0.8862044891442751,3.2541520692003427,12.26450118580887,reality_commercial_hqee,commercial_hqee,chain_extender,C1=CC(=CC=C1OCCO)OCCO,0,True
60,60,298.15,complete,4.983692792698451,0.3517484856918383,13,11.174264581664907,1.0,-11.286292199879894,0.05893066669217438,-11.33916835,-11.14301394,-5.403710629373566,0.038740572305071254,-5.50685885,-5.30345155,5.8825815705063285,0.063868808038317,5.653838499999999,5.943480740000001,2.6244199617273307,2.423538674395781,0.30722025069478437,6.132008243342592,152.37731271344623,0.03425914234979701,152.34125,152.465853,0.30675225127466155,0.0008754709618720534,0.303924865,0.30821389,0.0013609441731627673,0.0012175839050195313,6.457999999998076e-05,0.005036429999999981,7.972272623315122,0.0028733134072609283,7.9675,7.9815000000000005,0.004304007162445931,0.0038650665691571475,0.0,0.016000000000000014,3.8718752417137012,0.0022820033111913217,3.86846566756504,3.8783968130718147,0.009271546692566744,0.002622914243417799,0.0012077841110897936,0.015415733120820008,19.634271650599153,1.5225691759428848,13.96320124796153,25.787894196685713,0.16258539995847673,0.012607929789316545,0.115625,0.21354166666666669,-0.3024798941154399,0.07143653252394074,-0.38523918765817045,-0.05434678104118973,6.771352149025721,0.8523678533858237,4.917206406054705,7.909725965164157,reality_commercial_ipdi,commercial_ipdi,diisocyanate,CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,0,True
6,6,298.15,complete,0.6475584016930482,0.22074548206222058,6,5.490060350859727,1.0,-10.720894255817624,0.015567486078397738,-10.7586541,-10.71397317,-6.875678357723699,0.023762308764295834,-6.88986847,-6.81789977,3.8452158980939246,0.0392390035649622,3.8241046999999995,3.940754329999999,3.409912760297088,0.1709796709559067,3.102859449308266,3.6383909968055783,178.14566505968617,0.0055539990411945656,178.132269,178.148639,0.31311129810506805,3.589755554964055e-05,0.313062135,0.31316968,7.973511396445682e-05,0.00015603064575572868,2.219999999997224e-06,0.00045843000000000966,7.951074126980869,0.00017767577533650634,7.951,7.951499999999999,0.00014825396173643904,0.0003553515506733283,0.0,0.001000000000000334,3.846858114422935,4.713433775125478e-05,3.84678725514296,3.84690582563773,6.953174136890882e-05,8.960046328849318e-05,5.873718200266609e-06,0.0002596994466501634,29.205952585978117,0.19301210660307158,28.869862039704245,29.43593776597296,0.24184556304713536,0.0015982742373807726,0.2390625,0.24375,-0.2528008682004945,0.00021574690002548982,-0.25300898465245036,-0.25213143406437233,10.975481632371883,0.2883353951925253,10.572232246814682,11.587722457854035,reality_commercial_mdi_44,commercial_mdi_44,diisocyanate,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0,True
