fragment_name,validation_family,requested_angle_degrees,selection_reason,final_angle_degrees,angle_drift_degrees,relaxed_dft_energy_hartree,dft_point_status,elapsed_seconds,error_message,relaxed_dft_relative_energy_kcal_mol,attempt_kind,attempt_release_id,optimizer_profile,geom_maxiter,base_point_status,retry_point_status,selected_attempt,dft_relative_energy_kcal_mol,gaff2_relative_energy_kcal_mol,gaff2_minus_dft_relative_energy_kcal_mol,relaxation_change_from_rigid_dft_kcal_mol,mm_point_status,relaxed_gaff2_relative_energy_kcal_mol,mm_angle_drift_degrees,comparison_status,gaff2_minus_dft_relaxed_energy_kcal_mol,residual_dft_minus_gaff2_kcal_mol,torsion_correction_candidate_kcal_mol,corrected_gaff2_relaxed_relative_energy_kcal_mol
methyl_n_methyl_carbamate,aliphatic_urethane,-180,largest_rigid_curve_error,-179.999622509,0.000377490503155,-323.833345305,completed,222.454,,1.23738839997,base_v1,tpu-relaxed-scan-aliphatic-urethane-20260825-v1,standard_v1,50,completed,,base_v1,1.69415306847,8.84225472327,7.1481016548,-0.456764668501,completed,4.62047475284,0.0027338091125,comparable_relaxed_point,3.38308635287,-3.38308635287,-2.79684904469,1.82362570815
methyl_n_methyl_carbamate,aliphatic_urethane,-150,planarity_breaking_shoulder_abs150,-150.000000003,2.58603449765e-09,-323.832155209,completed,167.242,,1.98418541041,base_v1,tpu-relaxed-scan-aliphatic-urethane-20260825-v1,standard_v1,50,completed,,base_v1,6.18167268261,11.9313446349,5.74967195229,-4.1974872722,completed,6.52832204656,0.0690915776051,comparable_relaxed_point,4.54413663615,-4.54413663615,-5.26966645369,1.25865559287
methyl_n_methyl_carbamate,aliphatic_urethane,-90,dft_rigid_maximum,-90.0000000004,3.66028984899e-10,-323.816583351,completed,330.601,,11.7556735812,retry_v2,tpu-reality-md-urethane-relax-aliphatic-minus90-20260825-v2,difficult_v2,200,failed_OptimizationConvergenceError,completed,retry_v2,23.265033694,22.559215352,-0.705818342,-11.5093601128,completed,23.9761636368,0.194987877949,comparable_relaxed_point,12.2204900556,-12.2204900556,-12.0391076012,11.9370560356
methyl_n_methyl_carbamate,aliphatic_urethane,0,dft_rigid_minimum,8.71429508468e-05,8.71429508468e-05,-323.835317209,completed,237.468,,0,base_v1,tpu-relaxed-scan-aliphatic-urethane-20260825-v1,standard_v1,50,completed,,base_v1,0,0,0,0,completed,0,7.98591772171e-05,comparable_relaxed_point,0,0,0,0
methyl_n_phenyl_carbamate,aromatic_urethane,-180,largest_rigid_curve_error,-179.999419975,0.000580024843714,-515.648080185,completed,258.962,,2.53790222705,retry_v2,tpu-reality-md-urethane-relax-aromatic-minus180-20260825-v2,difficult_v2,200,failed_OptimizationConvergenceError,completed,retry_v2,8.52971922672,40.2465050804,31.7167858537,-5.99181699967,completed,7.70625996598,0.0140732688778,comparable_relaxed_point,5.16835773893,-5.16835773893,-4.91500573744,2.79125422854
methyl_n_phenyl_carbamate,aromatic_urethane,-90,dft_rigid_maximum,-90.0000000069,6.9280616799e-09,-515.633085398,completed,1395.733,,11.9472731311,retry_v2,tpu-reality-md-urethane-relax-aromatic-minus90-20260825-v2,difficult_v2,200,failed_OptimizationConvergenceError,completed,retry_v2,19.9652158957,22.0422165885,2.0770006928,-8.0179427646,completed,14.4610785613,0.116754421556,comparable_relaxed_point,2.5138054302,-2.5138054302,-2.45750286872,12.0035756926
methyl_n_phenyl_carbamate,aromatic_urethane,0,dft_rigid_minimum,0.000299829743608,0.000299829743608,-515.65212459,completed,258.223,,0,base_v1,tpu-relaxed-scan-aromatic-urethane-20260825-v1,standard_v1,50,completed,,base_v1,0,0,0,0,completed,0,0.000935929123081,comparable_relaxed_point,0,0,0,0
methyl_n_phenyl_carbamate,aromatic_urethane,150,planarity_breaking_shoulder_abs150,150.000000003,3.19502646562e-09,-515.647021498,completed,1216.978,,3.20223809427,base_v1,tpu-relaxed-scan-aromatic-urethane-20260825-v1,standard_v1,50,completed,,base_v1,8.24276596704,17.4648743729,9.22210840586,-5.04052787277,completed,7.48628656861,0.0793503922777,comparable_relaxed_point,4.28404847434,-4.28404847434,-4.5857627829,2.90052378571
