source_id,formulation_id,sample_id,material_class,chemistry_mapping_status,mapping_status,target_role,point_count,temperature_min_degC,temperature_max_degC,baseline_mass,final_residual_mass_percent,monotonic_adjustment_point_count,T5_degC,T10_degC,T50_degC,instrument,original_method,original_sample_mass,model_admission_layer,usage_mode,sample_weight_ceiling,split_group,source_locator,source_sha256,license,citation_keys
source_drum_zf53w893,TPUU-C,MSM-3-109-TPUU,thermoplastic_polyurethane_urea,formulation_id_only,formulation_code_resolved_to_tpuu_family_exact_composition_pending,direct_thermal_stability,6272,27.3431,545.8244,2.787297,0.5108852770264525,943,310.0562125811001,325.83932550000003,380.7222324705882,TGA Q500 V20.13 Build 39,1: Ramp 10.00 °C/min to 550.00 °C,2.78500	mg,core_tpuu_experimental,direct_train_after_group_split,0.75,10.13020/zf53-w893|TPUU-C,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_TGA/TPUU_C.txt,5ad9e236733134d4611038f8f23234ba45df8733e0b50db86ea64a0a64873269,CC0-1.0,reference-55;reference-56
source_drum_zf53w893,TPUU-D,MSM-3-121-TPUU-dried100C,thermoplastic_polyurethane_urea,formulation_id_only,formulation_code_resolved_to_tpuu_family_exact_composition_pending,direct_thermal_stability,6314,23.87752,545.7947,5.67787,-0.1586897903615264,2529,304.3539555081734,310.4184788969617,326.38021597875655,TGA Q500 V20.13 Build 39,1: Ramp 10.00 °C/min to 550.00 °C,5.67500	mg,core_tpuu_experimental,direct_train_after_group_split,0.75,10.13020/zf53-w893|TPUU-D,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_TGA/TPUU_D.txt,5784d0fb884b16e9767a53b68854c3983146569f2c4e6ee089047d801f366aa6,CC0-1.0,reference-55;reference-56
source_drum_zf53w893,TPUU-R,MSM-3-130-rec-TPUU,thermoplastic_polyurethane_urea,formulation_id_only,formulation_code_resolved_to_tpuu_family_exact_composition_pending,direct_thermal_stability,6318,23.48066,545.7604,13.59497,0.08582122652716409,2129,280.2188448122066,286.04161723914456,302.07409371008464,TGA Q500 V20.13 Build 39,1: Ramp 10.00 °C/min to 550.00 °C,13.5810	mg,core_tpuu_experimental,direct_train_after_group_split,0.75,10.13020/zf53-w893|TPUU-R,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_TGA/TPUU_R.txt,829922dd684833ec83edd279367af8fd3cad436778f0aa1bf9f764accc2284e2,CC0-1.0,reference-55;reference-56
source_drum_zf53w893,TPUU-S,MSM-3-114-driedon100C,thermoplastic_polyurethane_urea,formulation_id_only,formulation_code_resolved_to_tpuu_family_exact_composition_pending,direct_thermal_stability,6312,24.01007,545.802,15.61126,-0.17860332862305797,0,276.2894485947047,284.80546289827254,303.717542276176,TGA Q500 V20.13 Build 39,1: Ramp 10.00 °C/min to 550.00 °C,15.6080	mg,core_tpuu_experimental,direct_train_after_group_split,0.75,10.13020/zf53-w893|TPUU-S,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_TGA/TPUU_S.txt,71e0d7de5a13752f7933d83c04fefa4b9879d5a22ff33d6f5fc5c76639585efb,CC0-1.0,reference-55;reference-56
