source_id,formulation_id,hu_mol_percent,dimethyl_carbonate_smiles,hexane_1_6_diol_smiles,hexane_1_6_diamine_smiles,pcdl_number_average_molar_mass_g_mol,pudl_number_average_molar_mass_g_mol,curve_point_count,tensile_strength_MPa,elongation_at_break_percent,toughness_MJ_m3,young_modulus_0_5pct_MPa,negative_strain_step_fraction,endpoint_quality_status,point_count,temperature_min_degC,temperature_max_degC,baseline_mass,final_residual_mass_percent,monotonic_adjustment_point_count,T5_degC,T10_degC,T50_degC,polymer_family,chemistry_mapping_status,usage_mode,source_locator,license,citation_keys
source_mendeley_bvv43yk29c_v1,PHCU10,10,COC(=O)OC,OCCCCCCO,NCCCCCCN,1900.0,740.0,6478,16.395187065237824,662.236633773585,67.29833452370292,42.19186326573413,0.0,valid,2020,152.56,603.16,100.044,-0.009995601935148535,199,295.2674857142857,310.96875362318843,354.6347685185185,nonisocyanate_PHCU,monomer_set_and_composition_mapped_exact_sequence_unresolved,auxiliary_train,数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/拉伸.opj.1.dat+数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/TGA.opj.1.dat#columns=1-2,CC-BY-4.0,reference-142;reference-143;reference-144
source_mendeley_bvv43yk29c_v1,PHCU20,20,COC(=O)OC,OCCCCCCO,NCCCCCCN,1900.0,740.0,6469,19.899188248936994,661.324472716981,86.58081665960965,101.04812610139298,0.0,valid,2700,153.33,604.69,100.05,-0.08495752123938032,298,290.3211842105264,304.72320987654325,350.62414473684214,nonisocyanate_PHCU,monomer_set_and_composition_mapped_exact_sequence_unresolved,auxiliary_train,数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/拉伸.opj.1.dat+数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/TGA.opj.1.dat#columns=3-4,CC-BY-4.0,reference-142;reference-143;reference-144
source_mendeley_bvv43yk29c_v1,PHCU30,30,COC(=O)OC,OCCCCCCO,NCCCCCCN,1900.0,740.0,4205,16.69985836301987,407.136625483871,55.45495981203227,138.00395700869305,0.0,valid,2700,151.95,608.17,99.967,0.6242059879760321,10,293.93260714285714,308.43934615384615,357.8066030534351,nonisocyanate_PHCU,monomer_set_and_composition_mapped_exact_sequence_unresolved,auxiliary_train,数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/拉伸.opj.1.dat+数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/TGA.opj.1.dat#columns=5-6,CC-BY-4.0,reference-142;reference-143;reference-144
source_mendeley_bvv43yk29c_v1,PHCU40,40,COC(=O)OC,OCCCCCCO,NCCCCCCN,1900.0,740.0,3296,22.012726588,265.41757,49.19117911202419,223.00070966468533,0.0,valid,1379,150.42,609.75,100.0598176,1.2727592659533293,0,275.70533379067354,292.87765291753493,356.8675951309829,nonisocyanate_PHCU,monomer_set_and_composition_mapped_exact_sequence_unresolved,auxiliary_train,数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/拉伸.opj.1.dat+数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/TGA.opj.1.dat#columns=7-8,CC-BY-4.0,reference-142;reference-143;reference-144
source_mendeley_bvv43yk29c_v1,PHCU50,50,COC(=O)OC,OCCCCCCO,NCCCCCCN,1900.0,740.0,748,27.42622401073105,52.681419,12.26040702651185,373.0570116853185,0.0,valid,2700,153.89,607.58,100.013,2.301700778898743,69,285.43089999999995,298.557,353.5556395348837,nonisocyanate_PHCU,monomer_set_and_composition_mapped_exact_sequence_unresolved,auxiliary_train,数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/拉伸.opj.1.dat+数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/TGA.opj.1.dat#columns=9-10,CC-BY-4.0,reference-142;reference-143;reference-144
source_mendeley_bvv43yk29c_v1,PHCU70,70,COC(=O)OC,OCCCCCCO,NCCCCCCN,1900.0,740.0,349,29.682856509203816,19.459404,4.703875259407112,499.04219145631714,0.0,valid,2700,154.62,608.83,100.03,2.5482355293411976,147,281.3511224489796,294.06967741935483,358.7821739130435,nonisocyanate_PHCU,monomer_set_and_composition_mapped_exact_sequence_unresolved,auxiliary_train,数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/拉伸.opj.1.dat+数据/原始/外部数据/新增开放数据/第八批实验_非异氰酸酯PHCU热塑性聚氨酯/只读导出/TGA.opj.1.dat#columns=11-12,CC-BY-4.0,reference-142;reference-143;reference-144
