source_directory,source_record_id,observation_id,formulation_id,sample_id,record_kind,component_name,component_role,property_name,value,unit,uncertainty_value,uncertainty_type,condition_name,condition_value,condition_unit,target_origin,data_origin,reduction_level,method_or_test_protocol,fidelity_level,gold_admission_status,mapping_status,protocol_status,potential_weight_ceiling,current_weight_materialized,training_weight,split_group,source_locator,file_sha256,license,citation_keys,notes
第十六批实验_再生PU泡沫,thermal-conductivity:RPUF_0,recycled-pu:RPUF_0:thermal-conductivity,RPUF_0,thermal_plate_RPUF_0,scalar_measurement,,,thermal_conductivity,0.02462,W/(m*K),,,mean_plate_temperature,9.495,degC,experimental,source_raw_workbook,measurement,Fox 200 steady-state heat flux; 204x204x51 mm plate; 10 degC gradient; 80 degC/12 h conditioning,direct_experimental_transfer_domain_foam,conditional_reference,formulation_resolved_thermal_plate_specimen_not_cross_mapped,source_workbook_endpoint_raw_replicate_mapping_incomplete,0.25,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF00_thermal conductivity.xlsx#last_stable_block_row_29,ba11226f7651bf615c66643d9e9de058483d0f6cf8a2e52e3d72f18f69d40b50,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,RPUF3.0 工作簿与 RPUF0 单元格内容完全相同，前者被隔离；其余端点保留原始工作簿定位。
第十六批实验_再生PU泡沫,thermal-conductivity:RPUF_1.5,recycled-pu:RPUF_1.5:thermal-conductivity,RPUF_1.5,thermal_plate_RPUF_1.5,scalar_measurement,,,thermal_conductivity,0.02928,W/(m*K),,,mean_plate_temperature,10.02,degC,experimental,source_raw_workbook,measurement,Fox 200 steady-state heat flux; 204x204x51 mm plate; 10 degC gradient; 80 degC/12 h conditioning,direct_experimental_transfer_domain_foam,conditional_reference,formulation_resolved_thermal_plate_specimen_not_cross_mapped,source_workbook_endpoint_raw_replicate_mapping_incomplete,0.25,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_thermal conductivity.xlsx#results_table_row_50,fb0b2393ea2814cee05c97a89b1dde453089d470ce93ad06a8f3698a92a54968,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,RPUF3.0 工作簿与 RPUF0 单元格内容完全相同，前者被隔离；其余端点保留原始工作簿定位。
第十六批实验_再生PU泡沫,thermal-conductivity:RPUF_4.5,recycled-pu:RPUF_4.5:thermal-conductivity,RPUF_4.5,thermal_plate_RPUF_4.5,scalar_measurement,,,thermal_conductivity,0.03242,W/(m*K),,,mean_plate_temperature,10.01,degC,experimental,source_raw_workbook,measurement,Fox 200 steady-state heat flux; 204x204x51 mm plate; 10 degC gradient; 80 degC/12 h conditioning,direct_experimental_transfer_domain_foam,conditional_reference,formulation_resolved_thermal_plate_specimen_not_cross_mapped,source_workbook_endpoint_raw_replicate_mapping_incomplete,0.25,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_thermal conductivity.xlsx#last_stable_block_row_33,e77bc2dda8be82be92dc84c67969ef22fcbc5bf322f7cd6d06b93742db433409,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,RPUF3.0 工作簿与 RPUF0 单元格内容完全相同，前者被隔离；其余端点保留原始工作簿定位。
第十六批实验_再生PU泡沫,thermal-conductivity:SPUF_0,recycled-pu:SPUF_0:thermal-conductivity,SPUF_0,thermal_plate_SPUF_0,scalar_measurement,,,thermal_conductivity,0.03767,W/(m*K),,,mean_plate_temperature,10.02,degC,experimental,source_raw_workbook,measurement,Fox 200 steady-state heat flux; 204x204x51 mm plate; 10 degC gradient; 80 degC/12 h conditioning,direct_experimental_transfer_domain_foam,conditional_reference,formulation_resolved_thermal_plate_specimen_not_cross_mapped,source_workbook_endpoint_raw_replicate_mapping_incomplete,0.25,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_thermal conductivity.xlsx#last_stable_block_row_33,384567f65dd409a631a7a4df7a8422f587309bbdb7e3aae2cd58ab31578d5fcb,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,RPUF3.0 工作簿与 RPUF0 单元格内容完全相同，前者被隔离；其余端点保留原始工作簿定位。
第十六批实验_再生PU泡沫,thermal-conductivity:SPUF_1.5,recycled-pu:SPUF_1.5:thermal-conductivity,SPUF_1.5,thermal_plate_SPUF_1.5,scalar_measurement,,,thermal_conductivity,0.03383,W/(m*K),,,mean_plate_temperature,10.01,degC,experimental,source_raw_workbook,measurement,Fox 200 steady-state heat flux; 204x204x51 mm plate; 10 degC gradient; 80 degC/12 h conditioning,direct_experimental_transfer_domain_foam,conditional_reference,formulation_resolved_thermal_plate_specimen_not_cross_mapped,source_workbook_endpoint_raw_replicate_mapping_incomplete,0.25,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF15_thermal conductivity.xlsx#last_stable_block_row_30,7ee615c412c123b93dfc6ff2759690a1a6e93b15af44ba85b7a99d4c5e1db426,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,RPUF3.0 工作簿与 RPUF0 单元格内容完全相同，前者被隔离；其余端点保留原始工作簿定位。
第十六批实验_再生PU泡沫,thermal-conductivity:SPUF_3.0,recycled-pu:SPUF_3.0:thermal-conductivity,SPUF_3.0,thermal_plate_SPUF_3.0,scalar_measurement,,,thermal_conductivity,0.03498,W/(m*K),,,mean_plate_temperature,10.02,degC,experimental,source_raw_workbook,measurement,Fox 200 steady-state heat flux; 204x204x51 mm plate; 10 degC gradient; 80 degC/12 h conditioning,direct_experimental_transfer_domain_foam,conditional_reference,formulation_resolved_thermal_plate_specimen_not_cross_mapped,source_workbook_endpoint_raw_replicate_mapping_incomplete,0.25,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF30_thermal conductivity.xlsx#results_table_row_53,337168346a9319adaf4cff042a2658acc9b4fe013f2ce96de9e7de8543717d38,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,RPUF3.0 工作簿与 RPUF0 单元格内容完全相同，前者被隔离；其余端点保留原始工作簿定位。
第十六批实验_再生PU泡沫,thermal-conductivity:SPUF_4.5,recycled-pu:SPUF_4.5:thermal-conductivity,SPUF_4.5,thermal_plate_SPUF_4.5,scalar_measurement,,,thermal_conductivity,0.03616,W/(m*K),,,mean_plate_temperature,10.02,degC,experimental,source_raw_workbook,measurement,Fox 200 steady-state heat flux; 204x204x51 mm plate; 10 degC gradient; 80 degC/12 h conditioning,direct_experimental_transfer_domain_foam,conditional_reference,formulation_resolved_thermal_plate_specimen_not_cross_mapped,source_workbook_endpoint_raw_replicate_mapping_incomplete,0.25,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF45_thermal conductivity.xlsx#results_table_row_50,23f1b133e11babb952f8c472b777f2909dd380aed3cef6e17ccaf7c10704af08,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,RPUF3.0 工作簿与 RPUF0 单元格内容完全相同，前者被隔离；其余端点保留原始工作簿定位。
